acceptedScientificName	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
Parus major	12.046938	41.96152	
Parus major	8.725183	45.784405	
Parus major	13.670337	43.423466	
Parus major	8.554126	45.73358	
Parus major	12.478938	46.021935	
Parus major	11.203397	43.8383	
Parus major	10.029488	45.646328	
Parus major	8.279676	45.712776	
Parus major	7.665367	44.794895	
Parus major	11.327802	44.478207	
Parus major	11.691266	45.680122	
Parus major	11.093576	45.689297	
Parus major	7.665367	44.794895	
Parus major	12.484589	41.9125	
Parus major	7.52531	44.380592	
Parus major	7.562005	44.409046	
Parus major	11.887998	45.410213	
Parus major	12.246838	42.616123	
Parus major	11.45645	46.550102	
Parus major	13.670337	43.423466	
Parus major	12.481526	41.898308	
Parus major	9.269702	46.1053	
Parus major	14.349513	41.284092	
Parus major	14.384573	41.365353	
Parus major	14.325258	41.319984	
Parus major	14.445651	41.212532	
Parus major	14.293838	41.316875	
Parus major	11.88181	46.03775	
Parus major	7.510885	45.070007	
Parus major	7.665367	44.794895	
Parus major	8.92216	45.583923	
Parus major	13.374503	38.11297	
Parus major	9.275379	45.316216	
Parus major	7.570565	44.16985	
Parus major	14.870131	37.546417	
Parus major	14.85881	37.546402	
Parus major	15.085035	37.38421	
Parus major	15.074125	37.7718	
Parus major	15.085077	37.420265	
Parus major	14.565162	37.42851	
Parus major	15.08524	37.564484	
Parus major	15.062587	37.555485	
Parus major	14.983304	37.690704	
Parus major	14.994648	37.645638	
Parus major	15.275851	37.0504	
Parus major	15.264606	37.050423	
Parus major	13.385324	42.762928	
Parus major	9.383827	45.56612	
Parus major	11.253434	43.768436	
Parus major	7.012327	45.138016	
Parus major	7.012327	45.138016	
Parus major	7.012327	45.138016	
Parus major	7.012327	45.138016	
Parus major	6.9038	45.09151	
Parus major	8.939579	45.015297	
Parus major	8.939579	45.015297	
Parus major	7.012327	45.138016	
Parus major	7.012327	45.138016	
Parus major	7.012327	45.138016	
Parus major	7.689248	45.072582	
Parus major	9.48595	45.458427	
Parus major	9.48595	45.458427	
Parus major	10.341101	44.71868	
Parus major	9.090933	45.486523	
Parus major	8.921951	45.68402	
Parus major	9.135615	39.215836	
Parus major	7.541969	44.372616	
Parus major	7.729024	44.42125	
Parus major	12.5404	41.9382	65
Parus major	11.159885	46.675323	4
Parus major	11.159885	46.675323	4
Parus major	12.251233	45.537034	27158
Parus major	10.508677	44.586825	457
Parus major	11.037217	45.430057	31
Parus major	11.226567	46.019207	5
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.198839	43.8124	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.073925	43.230892	
Parus major	11.075135	43.235527	
Parus major	11.073925	43.230892	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.03285	43.22432	
Parus major	11.061744	43.23195	
Parus major	11.0165	43.168903	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.046111	43.229443	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.046111	43.229443	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.093717	43.220196	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.073502	43.306355	
Parus major	12.699938	42.253727	
Parus major	11.625295	44.829777	
Parus major	14.293838	41.316875	
Parus major	18.345064	40.350403	
Parus major	11.029837	45.62159	
Parus major	7.704855	45.39212	
Parus major	11.050878	45.67751	
Parus major	11.093576	45.689297	
Parus major	12.605467	42.212234	
Parus major	11.427519	45.58281	
Parus major	11.029837	45.62159	
Parus major	9.212505	46.017666	
Parus major	7.434171	44.30189	
Parus major	9.429531	46.18102	
Parus major	14.091793	41.43757	
Parus major	14.092651	41.3786	
Parus major	14.094622	41.46587	
Parus major	11.384754	44.803238	
Parus major	11.625295	44.830097	
Parus major	11.625295	44.830097	
Parus major	12.228229	44.845463	
Parus major	8.689354	45.729378	
Parus major	11.836756	44.5711	
Parus major	12.446577	41.885128	
Parus major	11.625295	44.830097	
Parus major	15.083352	37.510418	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	10.524738	43.854115	
Parus major	15.200937	41.07	
Parus major	9.08078	45.812992	
Parus major	11.625295	44.830097	
Parus major	7.704917	45.392014	
Parus major	7.704917	45.392014	
Parus major	7.704917	45.392014	
Parus major	11.150965	43.43745	
Parus major	11.625295	44.830097	
Parus major	11.384754	44.803238	
Parus major	11.13216	44.609077	
Parus major	8.103173	44.763596	
Parus major	7.653711	45.047024	
Parus major	11.209553	42.439526	
Parus major	11.140237	42.617813	
Parus major	11.20517	42.486046	
Parus major	11.10534	42.66688	
Parus major	11.374069	42.40306	
Parus major	8.783773	45.800823	
Parus major	6.947608	45.715332	
Parus major	7.562005	44.409046	
Parus major	8.541867	45.56351	
Parus major	8.646751	45.542377	
Parus major	10.31761	43.803047	
Parus major	7.704917	45.392014	
Parus major	6.947608	45.715332	
Parus major	11.448878	46.545853	
Parus major	12.96561	45.891537	
Parus major	11.448878	46.545853	
Parus major	11.413063	46.55218	
Parus major	11.416754	46.5363	
Parus major	7.704855	45.39212	
Parus major	10.637552	45.462837	
Parus major	12.228229	44.845463	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.62199	44.852886	
Parus major	11.137304	43.45482	
Parus major	9.216078	45.54068	
Parus major	8.693085	45.72659	
Parus major	8.691085	45.78352	
Parus major	8.692912	45.79554	
Parus major	8.726707	45.787926	
Parus major	12.699938	42.253727	
Parus major	11.174212	43.392387	
Parus major	10.487285	43.84003	
Parus major	12.470188	41.89194	
Parus major	12.424507	44.883667	
Parus major	11.374069	42.40306	
Parus major	11.20517	42.486046	
Parus major	11.140237	42.617813	
Parus major	11.10534	42.66688	
Parus major	11.209553	42.439526	
Parus major	11.448878	46.545853	
Parus major	11.355385	46.89286	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	7.704855	45.39212	
Parus major	7.665367	44.794895	
Parus major	6.936128	45.01331	
Parus major	7.700276	44.49602	
Parus major	7.665367	44.794895	
Parus major	7.393799	45.050957	
Parus major	14.094622	41.46587	
Parus major	7.665367	44.794895	
Parus major	7.393799	45.050957	
Parus major	7.700276	44.49602	
Parus major	11.448878	46.545853	
Parus major	12.393479	45.022606	
Parus major	12.205124	44.65703	
Parus major	12.484589	41.9125	
Parus major	8.939579	45.015297	
Parus major	14.49893	40.74616	
Parus major	11.236396	46.820679	250
Parus major	10.221833	44.792381	339
Parus major	11.143986	46.03957	34
Parus major	7.763044	45.160685	25
Parus major	7.770007	45.206354	25
Parus major	12.49523	41.884183	25
Parus major	12.48925	41.885607	25
Parus major	12.487422	41.906709	25
Parus major	12.482922	41.907629	25
Parus major	12.489224	41.887605	25
Parus major	12.485254	41.913371	25
Parus major	12.489382	41.911587	25
Parus major	7.776075	45.229898	25
Parus major	7.776045	45.229885	25
Parus major	12.4841	41.912	24
Parus major	7.776059	45.229753	25
Parus major	11.310892	45.641097	185
Parus major	13.453525	42.336857	232
Parus major	9.877046	45.333003	699
Parus major	10.366331	45.124267	4
Parus major	10.508677	44.586825	557
Parus major	14.38654	41.042733	17
Parus major	10.843332	45.885837	6
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	10.991443	43.207478	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.093717	43.220196	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.034423	43.232452	
Parus major	11.013592	43.232567	
Parus major	11.013592	43.232567	
Parus major	11.034393	42.650806	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.046111	43.229443	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.093717	43.220196	
Parus major	11.046111	43.229443	
Parus major	7.631061	43.786808	
Parus major	9.274231	45.52975	
Parus major	9.199634	45.474487	
Parus major	9.175644	45.473373	
Parus major	12.027201	46.273277	
Parus major	11.17387	43.82414	
Parus major	8.720161	45.776024	
Parus major	11.625295	44.830097	
Parus major	12.699938	42.253727	
Parus major	8.691038	45.78465	
Parus major	8.692913	45.79546	
Parus major	12.484589	41.9125	
Parus major	13.625557	45.76917	
Parus major	13.863426	45.640312	
Parus major	10.52866	43.855904	
Parus major	12.96561	45.891537	
Parus major	11.448878	46.545853	
Parus major	12.605467	42.212234	
Parus major	10.524738	43.854115	
Parus major	12.699938	42.253727	
Parus major	10.671337	45.4506	
Parus major	10.637552	45.462837	
Parus major	12.464322	41.89212	
Parus major	12.699938	42.253727	
Parus major	11.448878	46.545853	
Parus major	12.948538	45.88878	
Parus major	10.52866	43.855904	
Parus major	13.374503	38.11297	
Parus major	13.593006	37.289608	
Parus major	11.625295	44.830097	
Parus major	12.868989	46.43358	
Parus major	12.699938	42.253727	
Parus major	12.484589	41.9125	
Parus major	12.464322	41.89212	
Parus major	7.704855	45.39212	
Parus major	11.625295	44.830097	
Parus major	7.617452	44.326443	
Parus major	7.698412	44.505123	
Parus major	7.531785	44.296978	
Parus major	10.618718	43.77531	
Parus major	12.699938	42.253727	
Parus major	12.275945	45.474064	
Parus major	12.32739	45.438515	
Parus major	11.625295	44.830097	
Parus major	7.704855	45.39212	
Parus major	11.210467	46.28543	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	12.982649	45.95305	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.491954	46.02502	
Parus major	12.484589	41.9125	
Parus major	9.190191	45.464012	
Parus major	12.416611	45.48565	
Parus major	10.992033	45.4382	
Parus major	11.236396	46.820679	250
Parus major	11.265372	46.373814	250
Parus major	10.21785	45.368021	2213
Parus major	10.148419	45.306225	828
Parus major	11.868437	46.198942	4
Parus major	10.839268	45.887576	129
Parus major	12.298923	45.557436	1730
Parus major	11.2504	46.075376	2
Parus major	11.037768	46.022631	107
Parus major	9.724681	45.719373	2
Parus major	11.87024	46.199287	8
Parus major	10.635334	45.461769	408
Parus major	9.514607	45.77068	2
Parus major	9.846263	46.154847	254
Parus major	7.776158	45.229904	25
Parus major	11.061744	43.23195	
Parus major	11.093717	43.220196	
Parus major	11.094209	43.229225	
Parus major	11.108056	43.230556	
Parus major	11.063761	43.250774	
Parus major	11.042571	43.261112	
Parus major	11.108056	43.230556	
Parus major	11.126205	43.427166	
Parus major	11.153645	43.469986	
Parus major	11.0703	43.290066	
Parus major	11.105747	43.301456	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.090541	43.265224	
Parus major	11.090541	43.265224	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.095576	43.245884	
Parus major	11.061744	43.23195	
Parus major	11.027877	43.246014	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.123195	43.236954	
Parus major	11.061744	43.23195	
Parus major	11.121563	43.254375	
Parus major	11.12116	43.218777	
Parus major	11.123195	43.236954	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.108056	43.230556	
Parus major	11.061744	43.23195	
Parus major	11.095576	43.245884	
Parus major	9.499665	45.61682	
Parus major	9.499665	45.61682	
Parus major	9.262383	45.54843	
Parus major	9.262383	45.54843	
Parus major	9.262383	45.54843	
Parus major	9.499665	45.61682	
Parus major	7.332022	45.675484	
Parus major	8.669797	44.412697	
Parus major	12.424003	43.982857	
Parus major	12.699938	42.253727	
Parus major	12.485272	41.89247	
Parus major	11.625295	44.829777	
Parus major	11.659608	44.837803	
Parus major	7.562005	44.409046	
Parus major	12.948538	45.88878	
Parus major	12.700603	42.230583	
Parus major	7.704855	45.39212	
Parus major	10.524738	43.854115	
Parus major	11.836756	44.5711	
Parus major	11.625295	44.830097	
Parus major	11.625295	44.830097	
Parus major	12.246838	42.616123	
Parus major	12.605467	42.212234	
Parus major	12.607663	42.20592	
Parus major	12.50311	41.87534	
Parus major	7.704855	45.39212	
Parus major	12.700603	42.230583	
Parus major	12.325713	45.34716	
Parus major	11.437561	44.66118	
Parus major	12.461181	41.896572	
Parus major	9.199634	45.474487	
Parus major	11.625295	44.830097	
Parus major	12.41498	45.4966	
Parus major	12.365965	44.995983	
Parus major	12.484589	41.9125	
Parus major	12.292242	41.755814	
Parus major	12.323336	45.347607	
Parus major	12.32882	45.347363	
Parus major	10.618718	43.77531	
Parus major	7.704855	45.39212	
Parus major	7.704855	45.39212	
Parus major	9.149809	45.180977	
Parus major	15.006648	40.424458	
Parus major	12.320867	45.114624	
Parus major	12.461339	41.89219	
Parus major	16.210585	38.277607	
Parus major	11.625295	44.830097	
Parus major	14.495111	40.750164	
Parus major	12.484589	41.9125	
Parus major	14.452844	40.756996	
Parus major	10.524738	43.854115	
Parus major	11.137304	43.45482	
Parus major	11.653342	45.279083	
Parus major	12.484589	41.9125	
Parus major	13.355087	38.111233	
Parus major	12.416611	45.48565	
Parus major	9.222579	45.492676	
Parus major	11.150965	43.43745	
Parus major	12.700603	42.230583	
Parus major	9.713124	44.119137	
Parus major	11.150965	43.43745	
Parus major	11.330792	43.317398	
Parus major	11.664476	45.85415	
Parus major	11.586631	45.46114	
Parus major	11.150965	43.43745	
Parus major	11.13216	44.609077	
Parus major	11.150965	43.43745	
Parus major	15.26922	37.054176	
Parus major	15.30432	37.0382	
Parus major	11.625295	44.830097	
Parus major	11.168423	43.42152	
Parus major	11.581315	45.539204	
Parus major	10.268387	43.782265	
Parus major	10.992079	45.438393	
Parus major	13.776212	45.64961	
Parus major	11.150965	43.43745	
Parus major	12.275945	45.474064	
Parus major	8.193162	45.246372	
Parus major	8.047394	45.40252	
Parus major	8.174805	45.21827	
Parus major	10.356545	43.836353	
Parus major	10.61319	43.779545	
Parus major	10.501642	43.855125	
Parus major	12.491954	46.02502	
Parus major	12.491954	46.02502	
Parus major	12.491954	46.02502	
Parus major	7.239229	44.837696	
Parus major	7.665367	44.794895	
Parus major	7.700276	44.49602	
Parus major	7.665367	44.794895	
Parus major	7.700276	44.49602	
Parus major	9.12835	45.29552	
Parus major	9.12835	45.29552	
Parus major	6.936128	45.01331	
Parus major	14.293838	41.316875	
Parus major	7.665367	44.794895	
Parus major	7.536036	43.802197	
Parus major	8.18595	44.05441	
Parus major	12.32739	45.438515	
Parus major	8.725183	45.784405	
Parus major	13.968105	37.915382	250
Parus major	13.291334	38.08165	250
Parus major	12.838297	37.943047	250
Parus major	13.59292	37.289845	250
Parus major	12.786541	38.10228	250
Parus major	8.056068	43.920403	250
Parus major	8.02577	43.910076	250
Parus major	10.277214	45.083171	4
Parus major	7.041274	45.174252	27222
Parus major	7.068095	45.138422	27222
Parus major	7.03135	45.02946	27222
Parus major	7.089894	45.02288	93
Parus major	7.009948	45.021915	27222
Parus major	7.170898	45.129185	27222
Parus major	7.163119	45.128435	27222
Parus major	7.132049	45.054589	27222
Parus major	7.09913	45.020314	27222
Parus major	7.114778	45.190672	27222
Parus major	10.97968	46.417191	4
Parus major	10.033332	45.092843	756
Parus major	10.441051	45.137776	11
Parus major	10.893153	45.925333	80
Parus major	12.484429	41.913931	25
Parus major	14.037186	41.475257	4
Parus major	13.768	42.829	
Parus major	11.094192	43.283573	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.02802	43.057278	
Parus major	10.923718	42.76477	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.061744	43.23195	
Parus major	11.061744	43.23195	
Parus major	11.094209	43.229225	
Parus major	11.094209	43.229225	
Parus major	11.046111	43.229443	
Parus major	11.075618	43.248474	
Parus major	11.061744	43.23195	
Parus major	11.055127	43.21004	
Parus major	11.090541	43.265224	
Parus major	11.061744	43.23195	
Parus major	11.073925	43.230892	
Parus major	11.061744	43.23195	
Parus major	11.027877	43.246014	
Parus major	11.046111	43.229443	
Parus major	11.062289	43.232307	
Parus major	11.013592	43.232567	
Parus major	11.061744	43.23195	
Parus major	11.090541	43.265224	
Parus major	11.091621	43.271633	
Parus major	11.111588	43.234894	
Parus major	11.013592	43.232567	
Parus major	11.061744	43.23195	
Parus major	9.464799	45.405926	
Parus major	9.499665	45.61682	
Parus major	10.210195	46.15223	
Parus major	7.539381	43.798233	
Parus major	8.121106	44.041504	
Parus major	13.70481	43.324802	
Parus major	13.70481	43.324802	
Parus major	9.396679	46.1513	
Parus major	11.150965	43.43745	
Parus major	12.41498	45.4966	
Parus major	12.330502	45.49358	
Parus major	11.625295	44.830097	
Parus major	11.678467	43.07798	
Parus major	12.607384	42.21409	
Parus major	11.623549	44.843258	
Parus major	11.62199	44.852886	
Parus major	17.132883	39.082977	
Parus major	11.330792	43.317398	
Parus major	10.772459	43.888412	
Parus major	11.620917	44.827446	
Parus major	10.662553	45.434406	
Parus major	10.671337	45.4506	
Parus major	10.029488	45.646328	
Parus major	12.228229	44.845463	
Parus major	12.481526	41.898308	
Parus major	9.220417	46.040207	
Parus major	9.674211	45.69088	
Parus major	11.448878	46.545853	
Parus major	11.448878	46.545853	
Parus major	10.662553	45.434406	
Parus major	10.772459	43.888412	
Parus major	11.150965	43.43745	
Parus major	11.150965	43.43745	
Parus major	11.789292	43.094955	
Parus major	11.950064	44.749584	
Parus major	9.220417	46.040207	
Parus major	10.637552	45.462837	
Parus major	10.724085	45.355564	
Parus major	12.754633	42.30093	
Parus major	12.484589	41.9125	
Parus major	11.275234	44.186268	
Parus major	9.107232	45.49301	
Parus major	10.750833	45.40787	
Parus major	12.228229	44.845463	
Parus major	12.982649	45.95305	
Parus major	11.62199	44.852886	
Parus major	10.78425	45.160107	
Parus major	7.704855	45.39212	
Parus major	7.704855	45.39212	
Parus major	16.244764	40.741894	
Parus major	12.32739	45.438515	
Parus major	12.490974	41.89019	
Parus major	16.244764	40.741894	
Parus major	11.62199	44.852886	
Parus major	11.150965	43.43745	
Parus major	8.163274	40.56337	
Parus major	15.26922	37.054176	
Parus major	11.150965	43.43745	
Parus major	11.155286	43.460148	
Parus major	17.658401	40.58822	
Parus major	16.244764	40.741894	
Parus major	11.079435	43.275303	
Parus major	11.864097	42.068565	
Parus major	15.132399	37.82644	
Parus major	15.132399	37.82644	
Parus major	15.289084	37.851322	
Parus major	15.087791	37.749325	
Parus major	15.132399	37.82644	
Parus major	9.502052	40.924423	
Parus major	15.132399	37.82644	
Parus major	15.143119	37.84164	
Parus major	9.502052	40.924423	
Parus major	14.989348	37.840206	
Parus major	11.840987	42.94992	
Parus major	7.9345	44.0428	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	9.647881	40.992226	
Parus major	9.502052	40.924423	
Parus major	7.9345	44.0428	
Parus major	15.093069	36.801037	
Parus major	14.989348	37.840206	
Parus major	15.132399	37.82644	
Parus major	12.700603	42.230583	
Parus major	12.21808	44.66889	
Parus major	7.9345	44.0428	
Parus major	9.380399	41.185333	
Parus major	15.093069	36.801037	
Parus major	12.464784	41.927826	
Parus major	7.9345	44.0428	
Parus major	11.66865	42.88494	
Parus major	12.829864	37.58489	
Parus major	12.700603	42.230583	
Parus major	10.52866	43.855904	
Parus major	7.9345	44.0428	
Parus major	13.365224	37.880497	
Parus major	12.187271	44.66448	
Parus major	7.9345	44.0428	
Parus major	12.514014	38.01668	
Parus major	12.582768	38.03711	
Parus major	10.62276	43.75773	
Parus major	11.840987	42.94992	
Parus major	13.575399	41.208614	
Parus major	13.575399	41.208614	
Parus major	15.988981	41.67884	
Parus major	13.389502	37.890503	
Parus major	12.228229	44.845463	
Parus major	14.34514	37.022324	
Parus major	13.594058	37.289402	
Parus major	11.840987	42.94992	
Parus major	12.491954	46.02502	
Parus major	12.491954	46.02502	
Parus major	11.286907	43.46946	
Parus major	10.37076	43.8144	
Parus major	14.778585	36.766186	
Parus major	10.911913	44.444466	
Parus major	16.001575	41.855484	
Parus major	11.840987	42.94992	
Parus major	12.485272	41.89247	
Parus major	10.280156	43.77729	
Parus major	12.946899	43.73813	
Parus major	13.537967	45.728054	
Parus major	13.500035	45.7561	
Parus major	11.272113	43.762863	
Parus major	9.006509	45.488728	
Parus major	11.150965	43.43745	
Parus major	11.083875	43.31505	
Parus major	12.275945	45.474064	
Parus major	12.96561	45.891537	
Parus major	12.948538	45.88878	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.484589	41.9125	
Parus major	11.69265	43.14352	
Parus major	13.297277	37.978134	
Parus major	13.303671	37.815598	
Parus major	9.630804	40.28046	
Parus major	15.2425	38.23007	
Parus major	12.491954	46.02502	
Parus major	17.658401	40.58822	
Parus major	6.997878	45.044582	
Parus major	7.700276	44.49602	
Parus major	7.665367	44.794895	
Parus major	9.12835	45.29552	
Parus major	9.12835	45.29552	
Parus major	9.12835	45.29552	
Parus major	9.12835	45.29552	
Parus major	6.936128	45.01331	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	9.199848	45.474335	
Parus major	14.293838	41.316875	
Parus major	14.293838	41.316875	
Parus major	7.700276	44.49602	
Parus major	7.439228	45.270428	
Parus major	7.631061	43.786808	
Parus major	7.631061	43.786808	
Parus major	7.631061	43.786808	
Parus major	13.98423	37.24614	
Parus major	13.98423	37.24614	
Parus major	14.99824	37.700447	
Parus major	10.731976	45.545956	
Parus major	12.275945	45.474064	
Parus major	7.541969	44.372616	
Parus major	9.602458	44.357304	250
Parus major	8.045254	43.919411	250
Parus major	8.056068	43.920403	250
Parus major	9.599979	44.331432	250
Parus major	11.236396	46.820679	250
Parus major	8.190405	44.016998	250
Parus major	8.126729	43.943249	250
Parus major	8.0474	43.905346	250
Parus major	8.056068	43.920403	250
Parus major	13.953794	45.477028	25
Parus major	8.045254	43.919411	250
Parus major	8.197529	44.028652	250
Parus major	8.205693	44.039303	250
Parus major	9.620065	44.365818	250
Parus major	9.307698	44.339279	250
Parus major	9.403095	44.259617	250
Parus major	8.057495	43.903969	250
Parus major	9.685263	44.246071	250
Parus major	8.041177	43.892757	250
Parus major	8.123647	43.949657	250
Parus major	8.056068	43.920403	250
Parus major	8.219147	44.043922	250
Parus major	8.669688	44.42041	250
Parus major	9.622243	44.430054	250
Parus major	9.589434	44.334808	250
Parus major	13.474452	45.717384	25
Parus major	9.623643	44.362766	250
Parus major	8.056068	43.920403	250
Parus major	9.623465	44.421467	250
Parus major	7.629747	43.784386	250
Parus major	9.316423	44.333054	250
Parus major	13.093996	46.28513	25
Parus major	9.620065	44.365818	250
Parus major	9.585222	44.32753	250
Parus major	7.530103	43.784462	250
Parus major	9.620065	44.365818	250
Parus major	9.407759	44.265564	250
Parus major	9.3146	44.335842	250
Parus major	9.327889	44.317696	250
Parus major	9.636607	44.334202	250
Parus major	8.190144	44.02121	250
Parus major	16.058681	41.694241	250
Parus major	8.0474	43.905346	250
Parus major	9.636094	44.321449	250
Parus major	9.620065	44.365818	250
Parus major	11.236396	46.820679	250
Parus major	8.117291	43.960693	250
Parus major	8.056068	43.920403	250
Parus major	8.833076	44.709366	10
Parus major	10.202205	44.783007	
Parus major	11.637886	44.305898	30
Parus major	10.440202	45.144711	35
Parus major	7.038518	45.015407	27222
Parus major	10.435924	45.138214	183
Parus major	10.435924	45.138214	183
Parus major	11.220174	46.022459	172
Parus major	7.770588	45.205565	25
Parus major	12.467905	41.903223	25
Parus major	11.330792	43.317398	
Parus major	11.330792	43.317398	
Parus major	11.073925	43.230892	
Parus major	11.094209	43.229225	
Parus major	11.0703	43.290066	
Parus major	11.160727	43.220177	
Parus major	11.061744	43.23195	
Parus major	10.980522	43.19935	
Parus major	11.094209	43.229225	
Parus major	11.042571	43.261112	
Parus major	11.093717	43.220196	
Parus major	11.073925	43.230892	
Parus major	11.080899	43.22319	
Parus major	11.062515	43.261566	
Parus major	11.111667	43.22028	
Parus major	11.063761	43.250774	
Parus major	11.103107	43.236988	
Parus major	11.093717	43.220196	
Parus major	9.262383	45.54843	
Parus major	9.499665	45.61682	
Parus major	9.432217	45.590073	
Parus major	9.587892	45.571636	
Parus major	12.347131	45.00337	
Parus major	13.70481	43.324802	
Parus major	11.62199	44.852886	
Parus major	12.96561	45.891537	
Parus major	11.892037	45.038666	
Parus major	12.52126	41.865597	
Parus major	15.253093	40.683243	
Parus major	15.253093	40.683243	
Parus major	12.228229	44.845463	
Parus major	12.223298	41.867085	
Parus major	14.498651	40.62586	
Parus major	12.699938	42.253727	
Parus major	11.625295	44.829777	
Parus major	12.700603	42.230583	
Parus major	11.162133	43.430084	
Parus major	9.099939	45.46748	
Parus major	9.202019	45.452415	
Parus major	9.148803	45.29414	
Parus major	9.123042	45.29644	
Parus major	10.447847	43.845646	
Parus major	13.505928	45.75319	
Parus major	11.085963	43.02532	
Parus major	9.534038	45.54714	
Parus major	15.732865	40.807175	
Parus major	9.209837	44.303326	
Parus major	13.728275	45.707737	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.96561	45.891537	
Parus major	12.32739	45.438515	
Parus major	15.147615	40.64498	
Parus major	12.206682	46.458477	
Parus major	11.880749	45.39911	
Parus major	12.206682	46.458477	
Parus major	12.206682	46.458477	
Parus major	9.151998	44.350506	
Parus major	12.699938	42.253727	
Parus major	11.085963	43.02532	
Parus major	12.484589	41.9125	
Parus major	15.427643	40.595284	
Parus major	13.916159	41.232574	
Parus major	7.682458	45.067097	
Parus major	11.137304	43.45482	
Parus major	13.923965	41.300686	
Parus major	11.162133	43.430084	
Parus major	9.099939	45.46748	
Parus major	11.62199	44.852886	
Parus major	10.447106	43.781006	
Parus major	12.228229	44.845463	
Parus major	14.938831	37.041134	
Parus major	13.815166	41.183857	
Parus major	12.700603	42.230583	
Parus major	11.836756	44.5711	
Parus major	12.605467	42.212234	
Parus major	11.137304	43.45482	
Parus major	13.912989	41.236977	
Parus major	12.347131	45.00337	
Parus major	15.260369	40.534706	
Parus major	11.150965	43.43745	
Parus major	11.249966	43.76273	
Parus major	15.262962	40.531433	
Parus major	11.137304	43.45482	
Parus major	15.471324	40.253365	
Parus major	15.393454	40.269737	
Parus major	15.412577	40.332047	
Parus major	12.459984	41.833355	
Parus major	12.484589	41.9125	
Parus major	12.459984	41.833355	
Parus major	13.593006	37.289608	
Parus major	15.165717	40.4409	
Parus major	15.136608	40.481274	
Parus major	15.203379	40.416183	
Parus major	12.700603	42.230583	
Parus major	8.269701	44.721794	
Parus major	7.698412	44.505123	
Parus major	12.484589	41.9125	
Parus major	10.350274	44.208866	
Parus major	12.925715	46.278572	
Parus major	11.461463	46.291115	
Parus major	15.255488	40.422577	
Parus major	12.50021	41.9314	
Parus major	12.292242	41.755814	
Parus major	15.431708	40.34742	
Parus major	15.329554	40.336433	
Parus major	10.891764	45.926655	
Parus major	10.875338	45.886677	
